Order ID,Order Date,Processed Date,Ship Date,Ship Mode,Customer ID,Postal Code,City,County,State,RegionName,Latitude,Longitude,Product ID,Product name,Cost,List Price,Quantity,Discount,Cost of Order,Gross Revenue,Net Revenue,Net Profit,Products.List_Price_Bin,CustomerSegment,CustomerType,sub-category,Product Categories.Category
CA-2014-131310,"Sunday, 30 June 2019","Thursday, 11 July 2019","Wednesday, 17 July 2019",2,CL-31310,98115,Seattle,King,Washington,Pacific Northwest,47.68,-122.3,110,Hon 4070 Series Pagoda Round Back Stacking Chairs,126.3,210.5,1,0.3,126.3,210.5,147.35,21.05,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2014-131009,"Sunday, 17 February 2019","Thursday, 28 February 2019","Monday, 4 March 2019",2,SC-31009,79907,El Paso,El Paso,Texas,Southern,31.71,-106.33,111,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",121,201.7,1,0.3,121,201.7,141.19,20.19,200 - 300,Consumer,Single Purchase,Chairs,Furniture
US-2015-165512,"Saturday, 16 May 2020","Tuesday, 26 May 2020","Thursday, 28 May 2020",1,VS-65512,60540,Naperville,DuPage,Illinois,Midwest,41.77,-88.14,114,Office Star Flex Back Scooter Chair with White Frame,144.8,241.4,1,0.3,144.8,241.4,168.98,24.18,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2017-150266,"Friday, 18 November 2022","Friday, 25 November 2022","Wednesday, 30 November 2022",2,RO-50266,77070,Houston,Harris,Texas,Southern,29.98,-95.58,108,Global Executive Mid-Back Manager's Chair,136.7,227.9,1,0.3,136.7,227.9,159.53,22.83,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2014-146283,"Tuesday, 5 January 2021","Sunday, 17 January 2021","Sunday, 24 January 2021",2,KT-46283,77036,Houston,Harris,Texas,Southern,29.7,-95.54,109,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,144.7,241.2,1,0.3,144.7,241.2,168.84,24.14,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2014-159310,"Monday, 28 October 2019","Sunday, 10 November 2019","Friday, 15 November 2019",2,SC-59310,77070,Houston,Harris,Texas,Southern,29.98,-95.58,112,"Global Manager's Adjustable Task Chair, Storm",134.5,224.2,1,0.3,134.5,224.2,156.94,22.44,200 - 300,Consumer,Single Purchase,Chairs,Furniture
US-2017-106551,"Friday, 8 July 2022","Monday, 11 July 2022","Saturday, 16 July 2022",2,EB-06551,60653,Chicago,Cook,Illinois,Midwest,41.82,-87.61,111,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",121,201.7,1,0.3,121,201.7,141.19,20.19,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2014-150301,"Tuesday, 25 June 2019","Wednesday, 3 July 2019","Friday, 5 July 2019",3,MH-50301,14215,Buffalo,Erie,New York,Northeast,42.93,-78.81,107,HON 5400 Series Task Chairs for Big and Tall,141.2,235.4,1,0.3,141.2,235.4,164.78,23.58,200 - 300,Consumer,Single Purchase,Chairs,Furniture
US-2014-138758,"Wednesday, 26 June 2019","Saturday, 6 July 2019","Wednesday, 10 July 2019",2,JL-38758,19120,Philadelphia,Philadelphia,Pennsylvania,Northeast,40.03,-75.12,107,HON 5400 Series Task Chairs for Big and Tall,141.2,235.4,1,0.3,141.2,235.4,164.78,23.58,200 - 300,Consumer,Single Purchase,Chairs,Furniture
US-2014-122021,"Sunday, 6 October 2019","Thursday, 17 October 2019","Saturday, 19 October 2019",3,AC-22021,44134,Cleveland,Cuyahoga,Ohio,Midwest,41.39,-81.7,107,HON 5400 Series Task Chairs for Big and Tall,141.2,235.4,1,0.3,141.2,235.4,164.78,23.58,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2016-122063,"Monday, 22 November 2021","Monday, 6 December 2021","Friday, 10 December 2021",2,MM-22063,47374,Richmond,Wayne,Indiana,Midwest,39.83,-84.89,116,Global Highback Leather Tilter in Burgundy,173,288.4,1,0.3,173,288.4,201.88,28.88,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2017-131254,"Monday, 7 November 2022","Monday, 21 November 2022","Wednesday, 23 November 2022",3,NC-31254,77095,Houston,Harris,Texas,Southern,29.89,-95.65,116,Global Highback Leather Tilter in Burgundy,173,288.4,1,0.3,173,288.4,201.88,28.88,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2016-124590,"Wednesday, 3 November 2021","Tuesday, 9 November 2021","Saturday, 13 November 2021",2,SP-24590,44134,Cleveland,Cuyahoga,Ohio,Midwest,41.39,-81.7,111,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",121,201.7,1,0.3,121,201.7,141.19,20.19,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2016-124590,"Wednesday, 3 November 2021","Tuesday, 9 November 2021","Saturday, 13 November 2021",2,SP-24590,44134,Cleveland,Cuyahoga,Ohio,Midwest,41.39,-81.7,111,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",121,201.7,1,0.3,121,201.7,141.19,20.19,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2017-122490,"Thursday, 3 November 2022","Sunday, 13 November 2022","Friday, 18 November 2022",2,TT-22490,98103,Seattle,King,Washington,Pacific Northwest,47.67,-122.34,115,Novimex Fabric Task Chair,135.6,226,1,0.3,135.6,226,158.2,22.6,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2016-133697,"Tuesday, 5 October 2021","Tuesday, 19 October 2021","Saturday, 23 October 2021",1,CM-33697,77095,Houston,Harris,Texas,Southern,29.89,-95.65,114,Office Star Flex Back Scooter Chair with White Frame,144.8,241.4,1,0.3,144.8,241.4,168.98,24.18,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2017-126914,"Monday, 6 June 2022","Sunday, 19 June 2022","Thursday, 23 June 2022",2,JE-26914,28110,Monroe,Union,North Carolina,Southern,35.02,-80.54,116,Global Highback Leather Tilter in Burgundy,173,288.4,1,0.3,173,288.4,201.88,28.88,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2016-121370,"Monday, 1 November 2021","Thursday, 4 November 2021","Tuesday, 9 November 2021",1,EB-21370,19134,Philadelphia,Philadelphia,Pennsylvania,Northeast,39.99,-75.11,108,Global Executive Mid-Back Manager's Chair,136.7,227.9,1,0.3,136.7,227.9,159.53,22.83,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2016-113341,"Monday, 15 November 2021","Thursday, 18 November 2021","Monday, 22 November 2021",2,MH-13341,90032,Los Angeles,Los Angeles,California,Southwest,34.08,-118.18,111,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",121,201.7,1,0.3,121,201.7,141.19,20.19,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2016-109400,"Friday, 23 April 2021","Tuesday, 27 April 2021","Saturday, 1 May 2021",2,NR-09400,79109,Amarillo,Randall,Texas,Southern,35.17,-101.89,113,"Global High-Back Leather Tilter, Burgundy",137.4,229,1,0.3,137.4,229,160.3,22.9,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2017-149181,"Sunday, 1 May 2022","Wednesday, 4 May 2022","Sunday, 8 May 2022",2,MD-49181,43229,Columbus,Franklin,Ohio,Midwest,40.08,-82.97,111,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",121,201.7,1,0.3,121,201.7,141.19,20.19,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2017-148411,"Saturday, 18 September 2021","Monday, 27 September 2021","Wednesday, 29 September 2021",3,RO-48411,60623,Chicago,Cook,Illinois,Midwest,41.85,-87.72,114,Office Star Flex Back Scooter Chair with White Frame,144.8,241.4,1,0.3,144.8,241.4,168.98,24.18,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2016-119165,"Tuesday, 19 October 2021","Wednesday, 27 October 2021","Tuesday, 2 November 2021",2,BD-19165,19143,Philadelphia,Philadelphia,Pennsylvania,Northeast,39.94,-75.23,111,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",121,201.7,1,0.3,121,201.7,141.19,20.19,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2017-100615,"Thursday, 7 April 2022","Tuesday, 12 April 2022","Saturday, 16 April 2022",2,SJ-00615,60653,Chicago,Cook,Illinois,Midwest,41.82,-87.61,109,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,144.7,241.2,1,0.3,144.7,241.2,168.84,24.14,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2016-154767,"Sunday, 20 June 2021","Thursday, 24 June 2021","Saturday, 26 June 2021",1,BP-54767,7501,Paterson,Passaic,New Jersey,Northeast,40.91,-74.17,110,Hon 4070 Series Pagoda Round Back Stacking Chairs,126.3,210.5,1,0.3,126.3,210.5,147.35,21.05,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2016-152156,"Tuesday, 2 November 2021","Tuesday, 9 November 2021","Friday, 12 November 2021",1,CG-52156,42420,Henderson,Henderson,Kentucky,Midwest,37.83,-87.56,113,"Global High-Back Leather Tilter, Burgundy",137.4,229,1,0.3,137.4,229,160.3,22.9,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2016-162383,"Thursday, 20 May 2021","Monday, 31 May 2021","Sunday, 6 June 2021",2,MD-62383,43130,Lancaster,Fairfield,Ohio,Midwest,39.72,-82.6,114,Office Star Flex Back Scooter Chair with White Frame,144.8,241.4,1,0.3,144.8,241.4,168.98,24.18,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2016-157511,"Tuesday, 8 June 2021","Friday, 11 June 2021","Sunday, 13 June 2021",3,SV-57511,43229,Columbus,Franklin,Ohio,Midwest,40.08,-82.97,112,"Global Manager's Adjustable Task Chair, Storm",134.5,224.2,1,0.3,134.5,224.2,156.94,22.44,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2016-157336,"Tuesday, 23 November 2021","Monday, 29 November 2021","Friday, 3 December 2021",1,SJ-57336,6824,Fairfield,Connecticut Metropolitan,Connecticut,New England,41.17,-73.27,110,Hon 4070 Series Pagoda Round Back Stacking Chairs,126.3,210.5,1,0.3,126.3,210.5,147.35,21.05,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2016-158778,"Friday, 21 May 2021","Friday, 28 May 2021","Tuesday, 1 June 2021",2,DB-58778,19134,Philadelphia,Philadelphia,Pennsylvania,Northeast,39.99,-75.11,110,Hon 4070 Series Pagoda Round Back Stacking Chairs,126.3,210.5,1,0.3,126.3,210.5,147.35,21.05,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2016-158778,"Friday, 21 May 2021","Friday, 28 May 2021","Tuesday, 1 June 2021",2,DB-58778,19134,Philadelphia,Philadelphia,Pennsylvania,Northeast,39.99,-75.11,111,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",121,201.7,1,0.3,121,201.7,141.19,20.19,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2016-140018,"Sunday, 14 November 2021","Thursday, 18 November 2021","Tuesday, 23 November 2021",2,CK-40018,43229,Columbus,Franklin,Ohio,Midwest,40.08,-82.97,110,Hon 4070 Series Pagoda Round Back Stacking Chairs,126.3,210.5,1,0.3,126.3,210.5,147.35,21.05,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2017-118003,"Wednesday, 23 November 2022","Friday, 2 December 2022","Thursday, 8 December 2022",2,DO-18003,7501,Paterson,Passaic,New Jersey,Northeast,40.91,-74.17,113,"Global High-Back Leather Tilter, Burgundy",137.4,229,1,0.3,137.4,229,160.3,22.9,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2017-118892,"Friday, 5 August 2022","Tuesday, 16 August 2022","Sunday, 21 August 2022",1,TP-18892,19134,Philadelphia,Philadelphia,Pennsylvania,Northeast,39.99,-75.11,107,HON 5400 Series Task Chairs for Big and Tall,141.2,235.4,1,0.3,141.2,235.4,164.78,23.58,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2016-145905,"Friday, 11 June 2021","Wednesday, 16 June 2021","Monday, 21 June 2021",2,AM-45905,36830,Auburn,Lee,Alabama,Southern,32.55,-85.47,115,Novimex Fabric Task Chair,135.6,226,1,0.3,135.6,226,158.2,22.6,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2017-111717,"Sunday, 25 September 2022","Wednesday, 28 September 2022","Tuesday, 4 October 2022",2,SW-11717,60505,Aurora,Kane,Illinois,Midwest,41.76,-88.3,114,Office Star Flex Back Scooter Chair with White Frame,144.8,241.4,1,0.3,144.8,241.4,168.98,24.18,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2015-136728,"Monday, 11 January 2021","Thursday, 21 January 2021","Monday, 25 January 2021",1,AG-36728,60623,Chicago,Cook,Illinois,Midwest,41.85,-87.72,111,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",121,201.7,1,0.3,121,201.7,141.19,20.19,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2015-143147,"Thursday, 14 May 2020","Monday, 18 May 2020","Wednesday, 20 May 2020",1,PS-43147,78207,San Antonio,Bexar,Texas,Southern,29.42,-98.53,113,"Global High-Back Leather Tilter, Burgundy",137.4,229,1,0.3,137.4,229,160.3,22.9,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2015-143147,"Thursday, 14 May 2020","Monday, 18 May 2020","Wednesday, 20 May 2020",1,PS-43147,78207,San Antonio,Bexar,Texas,Southern,29.42,-98.53,112,"Global Manager's Adjustable Task Chair, Storm",134.5,224.2,1,0.3,134.5,224.2,156.94,22.44,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2015-141250,"Thursday, 9 January 2020","Tuesday, 14 January 2020","Saturday, 18 January 2020",2,PM-41250,77590,Texas City,Galveston,Texas,Southern,29.4,-94.92,110,Hon 4070 Series Pagoda Round Back Stacking Chairs,126.3,210.5,1,0.3,126.3,210.5,147.35,21.05,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2015-122623,"Sunday, 10 January 2021","Wednesday, 13 January 2021","Sunday, 17 January 2021",2,CC-22623,79907,El Paso,El Paso,Texas,Southern,31.71,-106.33,112,"Global Manager's Adjustable Task Chair, Storm",134.5,224.2,1,0.3,134.5,224.2,156.94,22.44,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2015-118955,"Sunday, 31 May 2020","Friday, 5 June 2020","Tuesday, 9 June 2020",2,LS-18955,75051,Grand Prairie,Dallas,Texas,Southern,32.71,-97.01,114,Office Star Flex Back Scooter Chair with White Frame,144.8,241.4,1,0.3,144.8,241.4,168.98,24.18,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2015-130365,"Friday, 17 April 2020","Wednesday, 29 April 2020","Sunday, 3 May 2020",2,ZC-30365,60505,Aurora,Kane,Illinois,Midwest,41.76,-88.3,107,HON 5400 Series Task Chairs for Big and Tall,141.2,235.4,1,0.3,141.2,235.4,164.78,23.58,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2015-126557,"Sunday, 28 June 2020","Tuesday, 7 July 2020","Sunday, 12 July 2020",1,RL-26557,60610,Chicago,Cook,Illinois,Midwest,41.9,-87.63,111,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",121,201.7,1,0.3,121,201.7,141.19,20.19,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2022-114254,"Tuesday, 10 January 2023","Friday, 13 January 2023","Tuesday, 17 January 2023",2,CC-22625,79907,El Paso,El Paso,Texas,Southern,31.71,-106.33,112,"Global Manager's Adjustable Task Chair, Storm",134.5,224.2,1,0.3,134.5,224.2,156.94,22.44,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2015-168746,"Sunday, 12 January 2020","Monday, 20 January 2020","Wednesday, 22 January 2020",1,SV-68746,44105,Cleveland,Cuyahoga,Ohio,Midwest,41.45,-81.62,111,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",121,201.7,1,0.3,121,201.7,141.19,20.19,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2017-161774,"Saturday, 7 May 2022","Friday, 20 May 2022","Saturday, 21 May 2022",3,GT-61774,77041,Houston,Harris,Texas,Southern,29.86,-95.58,109,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,144.7,241.2,1,0.3,144.7,241.2,168.84,24.14,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2016-101693,"Friday, 11 June 2021","Friday, 18 June 2021","Sunday, 20 June 2021",1,LC-01693,77070,Houston,Harris,Texas,Southern,29.98,-95.58,116,Global Highback Leather Tilter in Burgundy,173,288.4,1,0.3,173,288.4,201.88,28.88,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2015-165799,"Sunday, 21 June 2020","Saturday, 4 July 2020","Tuesday, 7 July 2020",3,SG-65799,10024,New York,New York,New York,Northeast,40.79,-73.98,112,"Global Manager's Adjustable Task Chair, Storm",134.5,224.2,1,0.3,134.5,224.2,156.94,22.44,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2017-163125,"Monday, 3 October 2022","Sunday, 9 October 2022","Tuesday, 11 October 2022",1,MB-63125,77573,League City,Galveston,Texas,Southern,29.52,-95.1,108,Global Executive Mid-Back Manager's Chair,136.7,227.9,1,0.3,136.7,227.9,159.53,22.83,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2016-105746,"Saturday, 18 December 2021","Monday, 27 December 2021","Wednesday, 29 December 2021",3,BD-05746,17602,Lancaster,Lancaster,Pennsylvania,Northeast,40.03,-76.28,109,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,144.7,241.2,1,0.3,144.7,241.2,168.84,24.14,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2017-153045,"Thursday, 13 January 2022","Thursday, 20 January 2022","Tuesday, 25 January 2022",1,NS-53045,19140,Philadelphia,Philadelphia,Pennsylvania,Northeast,40.01,-75.15,107,HON 5400 Series Task Chairs for Big and Tall,141.2,235.4,1,0.3,141.2,235.4,164.78,23.58,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2017-151750,"Sunday, 26 December 2021","Wednesday, 29 December 2021","Sunday, 2 January 2022",2,JM-51750,77340,Huntsville,Walker,Texas,Southern,30.64,-95.58,113,"Global High-Back Leather Tilter, Burgundy",137.4,229,1,0.3,137.4,229,160.3,22.9,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2017-163265,"Wednesday, 9 February 2022","Tuesday, 15 February 2022","Sunday, 20 February 2022",2,JS-63265,62521,Decatur,Macon,Illinois,Midwest,39.84,-88.95,112,"Global Manager's Adjustable Task Chair, Storm",134.5,224.2,1,0.3,134.5,224.2,156.94,22.44,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2017-154109,"Tuesday, 25 October 2022","Saturday, 29 October 2022","Thursday, 3 November 2022",2,ML-54109,19143,Philadelphia,Philadelphia,Pennsylvania,Northeast,39.94,-75.23,108,Global Executive Mid-Back Manager's Chair,136.7,227.9,1,0.3,136.7,227.9,159.53,22.83,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2017-156237,"Tuesday, 31 August 2021","Monday, 6 September 2021","Tuesday, 7 September 2021",3,PS-56237,19140,Philadelphia,Philadelphia,Pennsylvania,Northeast,40.01,-75.15,108,Global Executive Mid-Back Manager's Chair,136.7,227.9,1,0.3,136.7,227.9,159.53,22.83,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2015-154620,"Sunday, 29 November 2020","Thursday, 3 December 2020","Monday, 7 December 2020",2,LT-54620,93534,Lancaster,Los Angeles,California,Southwest,34.69,-118.15,107,HON 5400 Series Task Chairs for Big and Tall,141.2,235.4,1,0.3,141.2,235.4,164.78,23.58,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2015-161627,"Monday, 29 June 2020","Monday, 13 July 2020","Saturday, 18 July 2020",2,SJ-61627,91104,Pasadena,Los Angeles,California,Southwest,34.17,-118.13,113,"Global High-Back Leather Tilter, Burgundy",137.4,229,1,0.3,137.4,229,160.3,22.9,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2014-102295,"Monday, 18 November 2019","Friday, 22 November 2019","Sunday, 24 November 2019",1,EH-02295,95823,Sacramento,Sacramento,California,Southwest,38.48,-121.44,112,"Global Manager's Adjustable Task Chair, Storm",134.5,224.2,1,0.2,134.5,224.2,179.36,44.86,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2022-114450,"Friday, 7 April 2023","Wednesday, 19 April 2023","Friday, 21 April 2023",1,BD-36408,94110,San Francisco,City and County of San Francisco,California,Southwest,37.75,-122.42,116,Global Highback Leather Tilter in Burgundy,173,288.4,1,0.2,173,288.4,230.72,57.72,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2014-104269,"Thursday, 21 February 2019","Wednesday, 6 March 2019","Monday, 11 March 2019",1,DB-04269,98115,Seattle,King,Washington,Pacific Northwest,47.68,-122.3,113,"Global High-Back Leather Tilter, Burgundy",137.4,229,1,0.2,137.4,229,183.2,45.8,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2014-138681,"Thursday, 5 December 2019","Wednesday, 18 December 2019","Friday, 20 December 2019",3,CT-38681,85705,Tucson,Pima,Arizona,Southern,32.27,-110.98,115,Novimex Fabric Task Chair,135.6,226,1,0.2,135.6,226,180.8,45.2,200 - 300,Consumer,Single Purchase,Chairs,Furniture
US-2014-151925,"Friday, 8 January 2021","Monday, 11 January 2021","Saturday, 16 January 2021",1,KT-51925,90049,Los Angeles,Los Angeles,California,Southwest,34.07,-118.47,108,Global Executive Mid-Back Manager's Chair,136.7,227.9,1,0.2,136.7,227.9,182.32,45.62,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2014-156587,"Wednesday, 20 February 2019","Friday, 1 March 2019","Saturday, 2 March 2019",3,AB-56587,98103,Seattle,King,Washington,Pacific Northwest,47.67,-122.34,112,"Global Manager's Adjustable Task Chair, Storm",134.5,224.2,1,0.2,134.5,224.2,179.36,44.86,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2022-114948,"Thursday, 22 June 2023","Sunday, 2 July 2023","Monday, 3 July 2023",3,BD-57688,94122,San Francisco,City and County of San Francisco,California,Southwest,37.76,-122.48,107,HON 5400 Series Task Chairs for Big and Tall,141.2,235.4,1,0.2,141.2,235.4,188.32,47.12,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2014-157924,"Tuesday, 1 October 2019","Sunday, 13 October 2019","Tuesday, 15 October 2019",3,HA-57924,91104,Pasadena,Los Angeles,California,Southwest,34.17,-118.13,111,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",121,201.7,1,0.2,121,201.7,161.36,40.36,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2014-150798,"Saturday, 23 November 2019","Wednesday, 4 December 2019","Friday, 6 December 2019",1,JK-50798,43229,Columbus,Franklin,Ohio,Midwest,40.08,-82.97,108,Global Executive Mid-Back Manager's Chair,136.7,227.9,1,0.2,136.7,227.9,182.32,45.62,200 - 300,Consumer,Single Purchase,Chairs,Furniture
US-2016-150861,"Saturday, 27 November 2021","Thursday, 2 December 2021","Sunday, 5 December 2021",3,EG-50861,11572,Oceanside,Nassau,New York,Northeast,40.64,-73.64,116,Global Highback Leather Tilter in Burgundy,173,288.4,1,0.2,173,288.4,230.72,57.72,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2014-154158,"Thursday, 12 December 2019","Monday, 23 December 2019","Friday, 27 December 2019",1,CC-54158,33614,Tampa,Hillsborough,Florida,Southern,28.01,-82.5,111,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",121,201.7,1,0.2,121,201.7,161.36,40.36,200 - 300,Consumer,Single Purchase,Chairs,Furniture
US-2016-166660,"Thursday, 21 January 2021","Thursday, 4 February 2021","Saturday, 6 February 2021",1,TB-66660,98103,Seattle,King,Washington,Pacific Northwest,47.67,-122.34,113,"Global High-Back Leather Tilter, Burgundy",137.4,229,1,0.2,137.4,229,183.2,45.8,200 - 300,Consumer,Single Purchase,Chairs,Furniture
US-2016-167339,"Thursday, 14 January 2021","Monday, 18 January 2021","Wednesday, 20 January 2021",1,TD-67339,92037,La Jolla,San Diego,California,Southwest,32.85,-117.25,114,Office Star Flex Back Scooter Chair with White Frame,144.8,241.4,1,0.2,144.8,241.4,193.12,48.32,200 - 300,Consumer,Single Purchase,Chairs,Furniture
US-2016-167339,"Thursday, 14 January 2021","Monday, 18 January 2021","Wednesday, 20 January 2021",1,TD-67339,92037,La Jolla,San Diego,California,Southwest,32.85,-117.25,115,Novimex Fabric Task Chair,135.6,226,1,0.2,135.6,226,180.8,45.2,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2017-130141,"Friday, 14 October 2022","Sunday, 23 October 2022","Tuesday, 25 October 2022",1,HA-30141,80525,Fort Collins,Larimer,Colorado,Pacific Northwest,40.54,-105.05,107,HON 5400 Series Task Chairs for Big and Tall,141.2,235.4,1,0.2,141.2,235.4,188.32,47.12,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2017-129378,"Saturday, 25 September 2021","Sunday, 3 October 2021","Monday, 4 October 2021",3,NS-29378,95123,San Jose,Santa Clara,California,Southwest,37.25,-121.83,108,Global Executive Mid-Back Manager's Chair,136.7,227.9,1,0.2,136.7,227.9,182.32,45.62,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2016-118759,"Wednesday, 3 November 2021","Monday, 8 November 2021","Thursday, 11 November 2021",3,MB-18759,10009,New York,New York,New York,Northeast,40.73,-73.98,110,Hon 4070 Series Pagoda Round Back Stacking Chairs,126.3,210.5,1,0.2,126.3,210.5,168.4,42.1,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2017-140186,"Sunday, 19 September 2021","Sunday, 26 September 2021","Wednesday, 29 September 2021",3,PG-40186,93309,Bakersfield,Kern,California,Southwest,35.34,-119.06,114,Office Star Flex Back Scooter Chair with White Frame,144.8,241.4,1,0.2,144.8,241.4,193.12,48.32,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2017-137498,"Sunday, 29 August 2021","Wednesday, 8 September 2021","Monday, 13 September 2021",1,LC-37498,90004,Los Angeles,Los Angeles,California,Southwest,34.08,-118.3,111,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",121,201.7,1,0.2,121,201.7,161.36,40.36,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2017-142622,"Wednesday, 19 October 2022","Wednesday, 2 November 2022","Saturday, 5 November 2022",3,JK-42622,98115,Seattle,King,Washington,Pacific Northwest,47.68,-122.3,111,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",121,201.7,1,0.2,121,201.7,161.36,40.36,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2016-114972,"Wednesday, 27 October 2021","Monday, 1 November 2021","Thursday, 4 November 2021",3,PF-14972,90032,Los Angeles,Los Angeles,California,Southwest,34.08,-118.18,115,Novimex Fabric Task Chair,135.6,226,1,0.2,135.6,226,180.8,45.2,200 - 300,Consumer,Single Purchase,Chairs,Furniture
CA-2017-142622,"Wednesday, 19 October 2022","Wednesday, 2 November 2022","Saturday, 5 November 2022",3,JK-42622,98115,Seattle,King,Washington,Pacific Northwest,47.68,-122.3,110,Hon 4070 Series Pagoda Round Back Stacking Chairs,126.3,210.5,1,0.2,126.3,210.5,168.4,42.1,200 - 300,Consumer,Single Purchase,Chairs,Furniture
